Epoch,Train 1stPred. Loss,Train 2ndPred. Loss,Val 1stPred. Loss,Val 2ndPred. Loss,Val 1stPred. MRE,Val 2ndPred. MRE
1.0,0.2753393554462577,,0.05003541614860296,0.05003338120877743,127.93326103687286,127.93506097793579
2.0,0.039974016752445475,,0.03695394331589341,0.03695435170084238,121.71198987960815,121.71235346794128
3.0,0.03394628555144904,,0.03486550459638238,0.03486579656600952,109.64035320281982,109.64390671253204
4.0,0.030392841172387015,,0.03443333460018039,0.03443299746140838,108.20467686653137,108.19878828525543
5.0,0.027332299547094218,,0.031121574575081468,0.03114541550166905,87.33501279354095,87.54662597179413
6.0,0.024810687550958596,,0.032161935698240995,0.03217995911836624,86.38696098327637,86.42480194568634
7.0,0.02263757105002988,,0.0303123879712075,0.030245523899793625,75.78255903720856,74.87351673841476
8.0,0.02113181858692529,,0.02949820226058364,0.02944310149177909,64.3045704960823,64.38444471359253
9.0,0.01993161682390942,,0.033560436218976974,0.03343166317790747,75.21067172288895,74.85090166330338
10.0,0.019341506380236375,,0.0321873186621815,0.031964030815288424,61.970567882061005,61.82210195064545
11.0,0.018711198543040257,,0.03001787420362234,0.02988554909825325,51.98366552591324,51.74097776412964
12.0,0.017080469021819672,,0.028049424989148974,0.02785578230395913,39.73812273144722,39.1480652987957
13.0,0.016401510369384063,,0.030001969542354345,0.0297136721201241,43.41162422299385,42.411312997341156
14.0,0.015669801131874887,,0.034032737370580435,0.0338985244743526,48.69769769906998,48.46702954173088
15.0,0.016025872584783805,,0.03178880852647126,0.03156451554968953,48.63554894924164,47.500408411026
16.0,0.015186595937444104,0.015570720851731798,0.02971551613882184,0.02927049924619496,38.42839628458023,38.07640600204468
17.0,0.014492400094038911,0.015151063473347355,0.03726887982338667,0.03722586249932647,51.930185437202454,51.468311190605164
18.0,0.019673615926876664,0.020052142154711943,0.03237641556188464,0.031189283821731806,58.62038004398346,51.888489574193954
19.0,0.01688410128865923,0.017477802311380703,0.030574379255995154,0.031214318005368114,49.91903328895569,50.44194972515106
20.0,0.015791994240134954,0.015521744364186338,0.031758915865793824,0.03267842857167125,49.98138093948364,50.81568795442581
21.0,0.015248666401021183,0.015335475521472594,0.035491053480654955,0.03528598416596651,38.722545355558395,37.993543684482574
22.0,0.016205864111808212,0.014721248027247688,0.039547269232571125,0.03974598692730069,52.82943820953369,52.6159942150116
23.0,0.014690149067477747,0.014361061109229922,0.037904126569628716,0.03724466636776924,52.94458943605423,52.861322700977325
24.0,0.014138412506630024,0.01400020621208982,0.0392139651812613,0.03912338661029935,52.85987824201584,53.08024334907532
25.0,0.014601398598064076,0.013864600642894706,0.035886803176254034,0.036062590312212706,52.828358352184296,52.57886850833893
26.0,0.014333197614178061,0.01411417746187552,0.042597029358148575,0.042453900910913944,56.78061920404434,56.990074813365936
27.0,0.013822765167181691,0.013735761074349285,0.03800172870978713,0.03781186230480671,51.11580353975296,50.51218205690384
28.0,0.01324192558725675,0.013985938481276943,0.04012513533234596,0.03954229969531298,53.52141582965851,53.279662787914276
29.0,0.013366159982979298,0.013566140551120043,0.04374729469418526,0.04298217874020338,61.201234340667725,60.541087567806244
30.0,0.012911281082779169,0.012465814128518105,0.02980859042145312,0.02982864761725068,28.711864933371544,28.51162925362587
31.0,0.013886610046029091,0.013126678920040527,0.04078812710940838,0.040787472389638424,46.98959702253342,47.026130348443985
32.0,0.012481256038881838,0.012769177939523669,0.04099449049681425,0.040758282877504826,57.33326971530914,56.36418503522873
33.0,0.012252088729292154,0.012766558723524214,0.04029836039990187,0.039488162379711866,45.990854650735855,45.69677010178566
34.0,0.01312000018411449,0.013090219309863945,0.04221411282196641,0.04217920731753111,58.16342568397522,58.26016139984131
35.0,0.012455413971717158,0.01212775632739067,0.03183936118148267,0.032039888901636004,30.112295895814896,30.180446565151215
36.0,0.012596893697403945,0.012272496619040058,0.039850710425525904,0.039560604840517044,39.65767061710358,39.37856137752533
37.0,0.012058744672685862,0.011816137715389854,0.043082017451524734,0.04229053342714906,59.04818648099899,59.02795457839966
38.0,0.012026771473196836,0.012070044642314315,0.03960052877664566,0.03925321577116847,34.708629459142685,34.62550589442253
39.0,0.011418071829459885,0.01213040541857481,0.04516878770664334,0.04441086109727621,61.41900819540024,61.22916442155838
40.0,0.012118933908641338,0.012311500186721483,0.049464444629848,0.0480079404078424,58.36070245504379,57.911646008491516
41.0,0.012523161340504884,0.012992794921791012,0.03852390730753541,0.037133827805519104,47.512510269880295,44.18293562531471
42.0,0.011801026575267316,0.012506580958142877,0.04667264223098755,0.04612466739490628,63.97683101892471,63.88598299026489
43.0,0.011510022217407823,0.011414273682495823,0.04012579517439008,0.03927025804296136,35.00640323758125,34.52230778336525
44.0,0.01122051418166269,0.011829353461507708,0.0357104386202991,0.03482144419103861,51.775539100170135,49.82562220096588
45.0,0.011773425076777736,0.012132921760591367,0.0467017968185246,0.04629013128578663,59.5641695857048,58.235545337200165
46.0,0.011422435028685464,0.011826813930556887,0.0355692901648581,0.03408827120438218,36.449307918548584,32.735874325037
47.0,0.011291947681456804,0.01138119071367241,0.03461850294843316,0.034286114387214184,28.98929749429226,28.44497972726822
48.0,0.010836743594457706,0.011401099536348791,0.040416708681732416,0.040401528123766184,34.24365410208702,34.16980627179146
49.0,0.010895080864429474,0.01114729346175279,0.04952326510101557,0.049179247580468655,53.79110985994339,53.871671974658966
50.0,0.011571962665766478,0.010974261423815851,0.0368160679936409,0.036222563590854406,31.60872332751751,31.43416118621826
51.0,0.011189637204202322,0.010693942933964232,0.046574562788009644,0.0461314357817173,65.65189665555954,66.07576704025269
52.0,0.011079298177113136,0.010899994783103465,0.033413248835131526,0.03309829416684806,26.713060155510902,26.505799621343613
53.0,0.01193690077903179,0.011242054491525605,0.04786706576123834,0.04776342725381255,56.63125467300415,52.54275131225586
54.0,0.011755851504858583,0.011321484670042991,0.0452936883084476,0.04455308662727475,45.081090807914734,44.15982627868652
55.0,0.01163716975133866,0.011954485236302666,0.04842473426833749,0.048773452173918486,47.581352561712265,47.50471541285515
56.0,0.01296389682425393,0.012292561658586446,0.049387001898139715,0.049138940405100584,58.84945213794708,58.94793826341629
57.0,0.011274745480881797,0.011217190600607706,0.034596821293234825,0.03389008576050401,30.738316386938095,30.46625354886055
58.0,0.011320417871077855,0.011021739404116358,0.04212783323600888,0.04147700546309352,41.70826429128647,41.44260284304619
59.0,0.011290453956462443,0.011114986956511674,0.042936693876981735,0.04294602433219552,59.18692338466644,58.746219515800476
