Epoch,Train 1stPred. Loss,Train 2ndPred. Loss,Val 1stPred. Loss,Val 2ndPred. Loss,Val 1stPred. MRE,Val 2ndPred. MRE
1.0,0.2734058145082222,,0.049165685661137104,0.04916177410632372,130.9206907749176,130.91334056854248
2.0,0.039712343575819486,,0.037779117934405804,0.037778278812766075,119.92571699619293,119.92488634586334
3.0,0.0336940236530214,,0.03475772310048342,0.03475675731897354,109.57505691051483,109.57445979118347
4.0,0.03024092249853431,,0.03426838805899024,0.03426874568685889,110.18075799942017,110.17868602275848
5.0,0.027142964795512974,,0.03125237859785557,0.0313982623629272,88.13767421245575,87.96620225906372
6.0,0.024535309136757312,,0.03170569147914648,0.03175086225382984,82.58629441261292,82.56971764564514
7.0,0.022262422262497666,,0.030186260351911187,0.030324196442961693,68.72380411624908,68.93545842170715
8.0,0.020944354844824323,,0.029164780164137483,0.029169972287490964,65.4826927781105,64.76219987869263
9.0,0.019851109083249885,,0.03166419477201998,0.03149005537852645,67.36431992053986,67.43090957403183
10.0,0.018733394349802215,,0.031814211048185825,0.03165668505243957,59.334304213523865,59.28589308261871
11.0,0.018387268279802124,,0.029699768871068954,0.029659091727808118,51.13982045650482,50.69129204750061
12.0,0.016997819379815517,,0.03053954429924488,0.030119508737698197,53.455164432525635,51.53459185361862
13.0,0.016234727137071907,,0.030065204249694943,0.030035444535315037,41.54934197664261,41.19815272092819
14.0,0.015835872904028533,,0.03334252443164587,0.03327290341258049,49.29341685771942,48.99169021844864
15.0,0.015632662113826228,,0.030096521833911538,0.030017769429832697,37.07916313409805,36.54096382856369
16.0,0.015777295086321967,,0.028648059349507093,0.02846506959758699,34.68903997540474,34.63718882203102
17.0,0.01479117869276483,,0.03535066591575742,0.037026604637503624,48.15855419635773,48.506608724594116
18.0,0.014242906386981596,,0.03555718483403325,0.035223047249019146,43.113943696022034,41.391164511442184
19.0,0.014715055197055609,,0.039069602731615305,0.038473442662507296,53.946460485458374,53.96009784936905
20.0,0.014015787632538463,,0.03741197707131505,0.03762307344004512,54.64780104160309,54.05415540933609
21.0,0.014253595636950599,0.013802578439936042,0.03489619819447398,0.034496885258704424,40.345771074295044,39.06526857614517
22.0,0.014246630748467786,0.01413565369633337,0.03670007036998868,0.03645704220980406,52.40149396657944,52.04014581441879
23.0,0.013570222537964582,0.01362967687762446,0.04135376261547208,0.041325658559799194,55.35436034202576,55.18364989757538
24.0,0.013544636850173656,0.01317972063811289,0.03931263508275151,0.03939911490306258,53.03493881225586,52.98287224769592
25.0,0.013653661209073934,0.0130354391572916,0.03547534067183733,0.03617707546800375,53.43897241353989,53.98277372121811
26.0,0.013338831719011068,0.012932478895653849,0.04419094230979681,0.04446594417095184,57.44123327732086,57.610492527484894
27.0,0.013807677896693349,0.01360348486341536,0.039494572672992945,0.03913314361125231,50.75499480962753,50.35254591703415
28.0,0.013739529997110367,0.014038602821528912,0.041349198669195175,0.04122514557093382,54.31825953722,54.14643234014511
29.0,0.013043716815965516,0.01296560000628233,0.04467031080275774,0.04496995639055967,60.128094375133514,60.24935609102249
30.0,0.012851486261934043,0.012451193517162687,0.03128542471677065,0.031061097513884306,29.187976107001305,28.700735598802567
31.0,0.012883056039837274,0.012658347220470509,0.040391644928604364,0.0405025789514184,47.256644159555435,47.26612609624863
32.0,0.011812367534730583,0.012393056477109591,0.04140797071158886,0.04155085142701864,56.10731238126755,55.73460131883621
33.0,0.011933040712028742,0.012350984150543809,0.04138493537902832,0.04153025709092617,43.4708910882473,43.54934027791023
34.0,0.012039287714287639,0.012152229650662495,0.04359948169440031,0.04434936307370663,57.91961890459061,58.19567561149597
35.0,0.011856465007771145,0.011532904269794622,0.03504296997562051,0.03467323072254658,31.39042004942894,30.893548041582108
36.0,0.012697467007316075,0.012565849038461844,0.040062271524220705,0.03912043944001198,40.04243245720863,39.67844480276108
37.0,0.01235036039724946,0.012262542143856225,0.04508111672475934,0.044843165669590235,59.40594118833542,59.47806751728058
38.0,0.01202197172320806,0.011522962297830317,0.03939914796501398,0.03874659584835172,35.23899409174919,34.77300989627838
39.0,0.01167264487594366,0.01210005042831535,0.03794870153069496,0.03802410699427128,57.796624422073364,58.08677136898041
40.0,0.011864865398300546,0.01185000641271472,0.05434025730937719,0.05372085142880678,73.02488434314728,71.7167130112648
41.0,0.013336899410933255,0.012807641009038145,0.041764721274375916,0.04009602917358279,41.99279275536537,40.36293712258339
42.0,0.011999565921723843,0.012412480637431144,0.045357175171375275,0.044981700368225574,63.362079083919525,63.55183082818985
43.0,0.01243842241819948,0.01174089325253259,0.032076381146907806,0.03187082940712571,40.9981487095356,39.81116533279419
44.0,0.011727067735046148,0.011816169569889705,0.045513668563216925,0.04587893607094884,52.14670383930206,52.25033217668533
45.0,0.011881331680342555,0.011625291496191336,0.053065585903823376,0.05318164452910423,68.80059158802032,69.91650176048279
46.0,0.011577276409500174,0.011200528414476486,0.04002185817807913,0.039445696864277124,40.93897968530655,38.797987550497055
47.0,0.011611637542955577,0.01096760481595993,0.03847762802615762,0.037311043590307236,37.23640236258507,33.80357509851456
48.0,0.010751898555705944,0.01102132667951724,0.03933302732184529,0.039183293003588915,34.61101922392845,33.81264531612396
49.0,0.010739853450407585,0.010717466784020266,0.049451461993157864,0.049406951293349266,54.571435272693634,54.92998033761978
50.0,0.011354100797325373,0.01071018004870933,0.036762014497071505,0.03618413209915161,31.25249221920967,31.036687925457954
51.0,0.010920272566951238,0.010586387308483774,0.04769830405712128,0.04771025571972132,66.022116959095,66.44978874921799
52.0,0.010705645506580671,0.010821366682648659,0.035011781146749854,0.03473210847005248,26.782273396849632,26.65113866329193
53.0,0.01062116709848245,0.010604827310002986,0.049482311587780714,0.04924941435456276,49.71246635913849,48.67156380414963
54.0,0.010784044861793518,0.010681673152638333,0.04713712679222226,0.04713532701134682,50.475573778152466,48.8631272315979
55.0,0.013298527803272009,0.012885093822010927,0.04910966707393527,0.04791256319731474,56.42339539527893,53.96980541944504
56.0,0.013435817556455731,0.012145180841562924,0.047916597221046686,0.047865628730505705,59.097997426986694,59.14842015504837
57.0,0.011376101640053093,0.011287235499670109,0.03806691477075219,0.03730254713445902,34.04117000102997,32.59380029141903
58.0,0.011000473362704119,0.01103117410093546,0.03949736524373293,0.03949787048622966,40.574313312768936,40.64767786860466
59.0,0.01098984875716269,0.010867061730670301,0.04475001525133848,0.044626958668231964,58.196277499198914,58.250627636909485
60.0,0.011066532797283597,0.010966908710543066,0.057163847610354424,0.056864436250180006,75.24936723709106,72.38217556476593
61.0,0.012347475202246145,0.011791655955755192,0.03374096052721143,0.033009624341502786,27.15516623854637,27.019091248512268
62.0,0.011215292615815997,0.011541310196312575,0.04899830697104335,0.04875420778989792,50.14893019199371,50.27791255712509
63.0,0.012727156979963183,0.012512300349771976,0.05190329160541296,0.05148477293550968,69.43097323179245,69.45942664146423
64.0,0.011044806257511178,0.011436916832976481,0.034479083959013224,0.03326715552248061,27.519269213080406,26.76802831888199
65.0,0.010968574492091482,0.010659738009174665,0.0482849171385169,0.047675295267254114,59.231440365314484,59.53508126735687
66.0,0.011013052426278591,0.010751360586207164,0.048124007415026426,0.04732446279376745,56.01252996921539,56.57056677341461
67.0,0.012134671385865659,0.01096785216676918,0.04154977481812239,0.04127229377627373,49.520989418029785,49.067506194114685
68.0,0.010983149107131693,0.01089331079274416,0.05015122052282095,0.04979783995077014,53.49642390012741,53.19186568260193
69.0,0.010425117487708727,0.010535737965255976,0.051543063018471,0.05172102199867368,58.46491730213165,60.114187240600586
70.0,0.011062474641948938,0.010805461702770308,0.05146808736026287,0.05145062366500497,77.42922109365463,73.93833112716675
71.0,0.011673994792195467,0.010678839217871428,0.036920138634741306,0.03593258839100599,39.92464870214462,35.65021771192551
72.0,0.011093438137322664,0.010918852593749761,0.04723377339541912,0.04705260181799531,45.8851934671402,41.86829252541065
73.0,0.010607889015227556,0.010414794165020188,0.05118915531784296,0.05103745125234127,56.57482069730759,56.89536911249161
74.0,0.01032327740852322,0.010232841854708062,0.05074753984808922,0.05140239931643009,62.03787589073181,62.37732207775116
75.0,0.010490849614143372,0.010465286237498124,0.044169717002660036,0.04360441258177161,36.31645430624485,36.34824965894222
76.0,0.010547812956456955,0.010644844062626361,0.052538422867655754,0.05212525837123394,59.66610646247864,59.883067309856415
77.0,0.010513179868991886,0.010451253037899733,0.05139152240008116,0.05108657805249095,50.9266032576561,50.89950382709503
78.0,0.010592427290976047,0.0104899398672084,0.035651025362312794,0.03482530219480395,32.8980593085289,31.700982362031937
79.0,0.010412549866097314,0.01046795610131489,0.05614119488745928,0.05615681270137429,57.77625626325607,57.510679602622986
80.0,0.010268909359971682,0.010275463677114911,0.04955943115055561,0.05149142071604729,48.141936242580414,48.69871664047241
81.0,0.010351670547746696,0.010159834457392042,0.05218766303732991,0.05199497798457742,53.52052766084671,53.40594953298569
82.0,0.01049877481105236,0.01028402488340031,0.05311995837837458,0.05290299514308572,70.36242300271988,70.56218868494034
83.0,0.010203163139522076,0.01030922741355265,0.04273439198732376,0.04206343740224838,33.236936211586,32.26074166595936
84.0,0.0103797134519978,0.010124214803395063,0.04323709476739168,0.04243719391524792,34.482829838991165,34.24167549610138
85.0,0.010925387624989857,0.010976632746557394,0.05438967840746045,0.05421428428962827,52.15336608886719,52.316271007061005
86.0,0.010631721117533743,0.010156653422330107,0.055112811736762524,0.0550072412006557,63.69209843873978,64.05142426490784
87.0,0.01003715895454992,0.010249988768588413,0.05159367015585303,0.05125507619231939,55.97174435853958,56.114990413188934
88.0,0.010700748418457806,0.009955227188766003,0.06296032294631004,0.06163430539891124,74.06834942102432,74.17750471830368
89.0,0.011644428207849463,0.012913153950302373,0.03197756549343467,0.0314193912781775,52.936150670051575,45.62432482838631
90.0,0.012987699226609297,0.012130807882741741,0.04720142250880599,0.04736035177484155,51.05778932571411,51.415792524814606
91.0,0.011157156550325453,0.0108035056452666,0.04666195809841156,0.04643314937129617,47.213225305080414,47.2064473927021
92.0,0.010504081579191344,0.010743121500127017,0.04440156789496541,0.043779981788247824,35.80541770160198,35.67381712794304
93.0,0.010152378712188114,0.010206836508587003,0.038532000966370106,0.038370272144675255,29.62097516655922,29.53730158507824
94.0,0.01059246901422739,0.010364344991419626,0.04987739725038409,0.05031317984685302,48.94112092256546,46.89570435881615
95.0,0.010057382152548857,0.010453580257793268,0.05524021992459893,0.054976745042949915,50.43025761842728,49.76684486865997
96.0,0.01046819081529975,0.01017143194829779,0.04414878971874714,0.04286449495702982,40.54707744717598,40.14815580844879
97.0,0.010275446902960539,0.01026278464788837,0.04932167800143361,0.04960800101980567,51.21782726049423,51.63048338890076
98.0,0.010450041154399514,0.01063838042318821,0.04184916103258729,0.04119634302332997,34.02489401400089,33.81094619631767
99.0,0.010469610430300235,0.010423181694932282,0.05152733577415347,0.04946417873725295,64.25574892759323,63.76376909017563
100.0,0.01023392884859017,0.01017525215418293,0.04431381030008197,0.044099338818341494,33.616925805807114,33.379107624292374
101.0,0.010419077705591917,0.010522392254484736,0.05450305575504899,0.05341394944116473,50.80543488264084,50.13589483499527
102.0,0.011375841684639454,0.01144601019990185,0.04618185106664896,0.04586611082777381,36.693396896123886,36.39053916931152
103.0,0.010476840543560684,0.01052139937463734,0.054819037672132254,0.05408516060560942,51.249451816082,51.376731395721436
