Epoch,Train 1stPred. Loss,Train 2ndPred. Loss,Val 1stPred. Loss,Val 2ndPred. Loss,Val 1stPred. MRE,Val 2ndPred. MRE,,,Compare,Train 1stPred. Loss,Train 2ndPred. Loss,Val 1stPred. Loss,Val 2ndPred. Loss,Method1 ValMRE,Val 2ndPred. MRE,,,,Method 1 diff.,Accu. 1,Method 2 diff.,Accu. 2
144,0.010013708,0.009935631,0.056288457,0.055884596,60.75093079,60.47178268,,,,,,,,,,,,,,,,
145,0.010168255,0.009807554,0.050978092,0.05088497,56.62977982,56.65004349,,,,,,,,,,,,,,,,
146,0.009997375,0.009831953,0.066820876,0.065656023,74.91314697,74.70023346,,,,,,,,,,,,,,,,
147,0.009881338,0.009820901,0.07822336,0.077741927,89.32803345,89.3326416,,,,,,,,,,,,,,,,
148,0.009879806,0.009696745,0.060539257,0.060303379,59.07935715,59.01560593,,,,,,,,,,,,,,,,
149,0.009654446,0.009598477,0.061064344,0.059881875,49.33272552,49.15158463,,,,,,,,,,,,,,,,
150,0.009710154,0.009843172,0.05645989,0.056549809,41.17269135,41.2829361,,,,,,,,,,,,,,,,
151,0.010002414,0.00988278,0.061075941,0.060469999,59.73906326,59.9651947,,,,,,,,,,,,,,,,
152,0.009791245,0.009687048,0.078744166,0.078451017,95.81604004,95.31331635,,,,,,,,,,,,,,,,
153,0.010005992,0.009842817,0.044742365,0.044298705,30.17288589,30.19255638,,,,,,,,,,,,,,,,
154,0.010023582,0.009872424,0.056578153,0.056858946,46.0982132,44.56075668,,,,,,,,,,,,,,,,
155,0.010226857,0.010069606,0.051350669,0.051199182,38.39786148,38.25942993,,,,,,,,,,,,,,,,
156,0.010310045,0.010237309,0.045359049,0.045140225,34.66138458,34.71855164,,,,,,,,,,,,,,,,
157,0.010493147,0.010081891,0.05144491,0.053682602,58.31266022,59.4239006,,,,,,,,,,,,,,,,
158,0.010509784,0.010446055,0.055557757,0.056004363,47.3134079,47.25363922,,,,,,,,,,,,,,,,
159,0.010604206,0.010432753,0.052755698,0.053098352,41.71642303,42.01502609,,,,,,,,,,,,,,,,
160,0.010041025,0.009873706,0.062682694,0.061769298,51.77611923,51.82746124,,,,,,,,,,,,,,,,
161,0.009781154,0.009755551,0.057319522,0.056765197,47.68774414,47.55749512,,,,,,,,,,,,,,,,
162,0.009822732,0.009975572,0.073977562,0.073687674,69.70124817,69.6674881,,,,,,,,,,,,,,,,
163,0.010427696,0.010362664,0.059851157,0.059587011,61.21379089,61.2935791,,,,,,,,,,,,,,,,
164,0.009975718,0.009916116,0.058864627,0.057557848,57.00379944,57.39833069,,,,,,,,,,,,,,,,
165,0.009847125,0.009765582,0.067109516,0.065817029,67.76519775,67.92547607,,,,,,,,,,,,,,,,
166,0.009785281,0.009673077,0.066720922,0.066580024,56.14466095,56.01918793,,,,,,,,,,,,,,,,
167,0.009624959,0.009683315,0.040904102,0.041003114,27.19224167,27.21506882,,,,,,,,,,,,,,,,
168,0.010057409,0.010019626,0.062628147,0.062197214,56.12207794,56.38512421,,,,,,,,,,,,,,,,
169,0.009885373,0.009640401,0.041845149,0.041844834,29.61897278,29.62807083,,,,,,,,,,,,,,,,
